"AWifi","BWifi","CWifi","Cell"
"58","59","47","C"
"60","59","48","C"
"67","62","48","C"
"58","59","47","C"
"60","58","48","C"
"59","61","48","C"
"55","59","47","C"
"55","59","48","C"
"60","59","48","C"
"54","59","48","C"
"59","59","48","C"
"54","60","48","C"
"55","62","47","C"
"60","59","47","C"
"60","60","48","C"
"61","61","48","C"
"59","62","48","C"
"58","60","48","C"
"55","64","47","C"
"54","61","47","C"
"60","61","48","C"
"61","62","47","C"
"58","62","48","C"
"59","61","47","C"
"55","59","47","C"
"55","60","47","C"
"59","58","47","C"
"69","76","46","C"
"60","76","46","C"
"63","70","45","C"
"64","71","45","C"
"63","75","45","C"
"64","73","46","C"
"63","74","46","C"
"57","74","46","C"
"59","70","46","C"
"60","71","46","C"
"64","72","46","C"
"61","72","45","C"
"61","72","45","C"
"61","71","45","C"
"61","70","45","C"
"60","71","45","C"
"61","73","45","C"
"60","75","45","C"
"66","73","45","C"
"60","71","45","C"
"60","74","45","C"
"61","73","46","C"
"65","72","45","C"
"59","71","46","C"
"60","73","46","C"
"60","73","45","C"
"61","74","46","C"
"64","71","46","C"
"60","74","46","C"
"61","70","46","C"
"61","72","45","C"
"61","72","45","C"
"61","73","45","C"
"60","70","45","C"
"61","70","46","C"
"61","72","46","C"
"60","72","46","C"
"61","73","46","C"
"61","71","45","C"
"61","72","46","C"
"60","71","46","C"
"61","72","46","C"
"60","72","46","C"
"61","72","45","C"
"60","73","46","C"
"60","73","45","C"
"60","72","45","C"
"61","79","45","C"
"60","73","45","C"
"60","71","45","C"
"60","71","45","C"
"59","71","45","C"
"61","70","45","C"
"60","73","45","C"
"61","70","45","C"
"61","74","44","C"
"60","73","45","C"
"60","74","45","C"
"61","71","46","C"
"59","73","46","C"
"60","73","45","C"
"60","73","45","C"
"60","71","46","C"
"60","71","46","C"
"60","72","46","C"
"62","72","46","C"
"61","73","46","C"
"61","72","45","C"
"62","70","45","C"
"61","72","45","C"
"63","72","46","C"
"61","70","46","C"
"62","72","46","C"
"61","71","46","C"
"61","73","45","C"
"61","73","46","C"
"60","73","45","C"
"61","69","46","C"
"61","69","46","C"
"61","71","45","C"
"61","70","46","C"
"59","72","46","C"
"60","72","46","C"
"60","71","46","C"
"60","71","46","C"
"59","72","45","C"
"62","73","45","C"
"61","72","46","C"
"48","65","52","D"
"50","69","52","D"
"49","69","53","D"
"50","68","51","D"
"49","69","52","D"
"49","70","52","D"
"49","67","51","D"
"48","68","52","D"
"49","70","52","D"
"50","70","51","D"
"49","68","52","D"
"49","67","51","D"
"50","68","53","D"
"49","66","52","D"
"50","68","53","D"
"51","68","52","D"
"53","67","53","D"
"49","70","52","D"
"53","70","50","D"
"51","70","51","D"
"50","70","50","D"
"50","68","53","D"
"50","70","52","D"
"49","69","53","D"
"49","69","52","D"
"51","70","52","D"
"49","68","52","D"
"51","70","51","D"
"51","70","51","D"
"51","69","52","D"
"51","68","51","D"
"51","67","52","D"
"50","72","52","D"
"50","68","52","D"
"50","66","52","D"
"49","69","52","D"
"50","68","52","D"
"50","68","53","D"
"49","68","54","D"
"50","69","51","D"
"51","70","52","D"
"50","71","52","D"
"50","70","54","D"
"52","70","50","D"
"53","71","50","D"
"51","70","52","D"
"51","72","51","D"
"50","70","51","D"
"49","74","53","D"
"50","71","52","D"
"58","72","52","D"
"59","69","51","D"
"50","70","54","D"
"51","72","51","D"
"57","69","51","D"
"50","72","53","D"
"58","69","52","D"
"58","70","51","D"
"50","70","51","D"
"51","70","51","D"
"50","70","51","D"
"59","73","52","D"
"49","69","53","D"
"60","69","52","D"
"50","70","52","D"
"49","69","51","D"
"50","69","52","D"
"51","69","52","D"
"50","68","53","D"
"51","69","52","D"
"51","71","51","D"
"51","69","52","D"
"50","68","53","D"
"50","69","52","D"
"51","68","51","D"
"60","69","50","D"
"51","63","51","D"
"57","69","51","D"
"51","69","51","D"
"59","69","51","D"
"51","68","52","D"
"50","68","52","D"
"49","69","53","D"
"61","72","53","D"
"49","69","52","D"
"51","69","52","D"
"49","69","53","D"
"50","72","52","D"
"51","69","52","D"
"49","70","53","D"
"50","71","53","D"
"66","69","52","D"
"50","68","51","D"
"50","68","51","D"
"51","70","53","D"
"50","71","54","D"
"58","68","52","D"
"50","69","53","D"
"58","69","52","D"
"58","69","53","D"
"50","68","53","D"
"59","69","52","D"
"59","69","51","D"
"52","69","51","D"
"50","69","52","D"
"50","69","52","D"
"50","69","53","D"
"58","69","52","D"
"52","68","53","D"
"52","69","52","D"
"52","69","52","D"
"52","69","51","D"
"51","69","52","D"
"64","69","52","D"
"50","69","52","D"
"50","72","53","D"
"50","72","52","D"
"51","71","51","D"
"50","72","52","D"
"51","69","52","D"
"50","72","52","D"
"51","72","52","D"
"50","72","51","D"
"51","72","51","D"
"52","71","52","D"
"59","72","52","D"
"50","72","52","D"
"50","72","51","D"
"51","69","51","D"
"52","69","52","D"
"50","69","53","D"
"50","69","52","D"
"50","70","52","D"
"52","70","52","D"
"50","69","51","D"
"54","69","52","D"
"54","68","52","D"
"52","70","51","D"
"52","71","56","D"
"52","72","57","D"
"54","71","56","D"
"52","73","56","D"
"53","72","55","D"
"52","74","55","D"
"52","72","56","D"
"53","71","55","D"
"53","70","56","D"
"52","72","55","D"
"52","71","53","D"
"52","72","55","D"
"53","68","56","D"
"53","72","56","D"
"52","72","55","D"
"53","72","55","D"
"53","72","56","D"
"53","72","56","D"
"52","71","56","D"
"54","72","56","D"
"53","70","56","D"
"53","71","57","D"
"53","72","57","D"
"53","71","56","D"
"53","71","57","D"
"53","72","57","D"
"52","70","55","D"
"52","72","56","D"
"54","72","56","D"
"53","72","57","D"
"53","63","55","D"
"53","72","57","D"
"53","70","56","D"
"53","70","56","D"
"53","72","56","D"
"52","66","56","D"
"55","74","56","D"
"53","72","56","D"
"53","69","57","D"
"57","71","57","D"
"52","71","56","D"
"51","72","55","D"
"52","72","55","D"
"53","71","57","D"
"53","73","57","D"
"53","75","57","D"
"53","65","57","D"
"53","73","57","D"
"52","71","57","D"
"52","71","56","D"
"54","71","56","D"
"53","73","56","D"
"53","73","57","D"
"53","73","56","D"
"54","73","57","D"
"53","72","55","D"
"53","72","56","D"
"53","72","56","D"
"53","73","55","D"
"53","73","56","D"
"53","72","55","D"
"53","72","54","D"
"52","72","54","D"
"54","72","55","D"
"53","73","55","D"
"52","72","56","D"
"52","74","55","D"
"53","73","56","D"
"65","73","55","D"
"53","73","56","D"
"52","73","56","D"
"54","72","58","D"
"53","74","56","D"
"53","73","56","D"
"54","73","56","D"
"54","73","55","D"
"53","73","56","D"
"53","74","56","D"
"52","73","55","D"
"52","74","56","D"
"53","72","56","D"
"64","72","56","D"
"52","74","56","D"
"54","73","55","D"
"52","75","56","D"
"53","74","55","D"
"53","73","55","D"
"53","72","55","D"
"52","73","55","D"
"52","73","55","D"
"54","76","54","D"
"53","72","56","D"
"54","73","55","D"
"54","73","59","D"
"53","73","57","D"
"53","72","56","D"
"53","72","59","D"
"54","72","57","D"
"52","72","56","D"
"53","69","55","D"
"53","73","55","D"
"64","72","55","D"
"53","73","55","D"
"55","73","56","D"
"52","73","55","D"
"52","73","55","D"
"53","73","56","D"
"52","73","56","D"
"63","73","56","D"
"52","75","56","D"
"53","73","55","D"
"65","72","56","D"
"53","72","56","D"
"51","72","56","D"
"59","71","56","D"
"51","61","55","D"
"53","60","55","D"
"52","59","55","D"
"52","59","55","D"
"52","59","56","D"
"51","59","54","D"
"52","60","54","D"
"53","64","55","D"
"53","60","54","D"
"59","59","55","D"
"53","66","55","D"
"53","58","53","D"
"53","60","54","D"
"54","60","55","D"
"53","59","55","D"
"53","59","54","D"
"55","59","56","D"
"52","59","55","D"
"53","65","55","D"
"53","59","56","D"
"52","59","54","D"
"53","61","56","D"
"53","60","56","D"
"52","60","55","D"
"52","60","55","D"
"53","60","55","D"
"53","59","56","D"
"53","59","55","D"
"53","60","57","D"
"53","60","56","D"
"53","60","56","D"
"53","61","56","D"
"52","60","56","D"
"53","60","57","D"
"53","61","57","D"
"53","60","57","D"
"55","59","56","D"
"53","59","57","D"
"52","60","57","D"
"53","60","56","D"
"52","60","57","D"
"61","60","56","D"
"52","60","56","D"
"54","61","57","D"
"53","61","56","D"
"63","60","54","D"
"64","59","54","D"
"54","59","55","D"
"53","69","54","D"
"64","59","55","D"
"55","61","54","D"
"67","60","55","D"
"55","61","57","D"
"56","60","57","D"
"55","61","56","D"
"54","60","56","D"
"54","60","55","D"
"67","61","55","D"
"53","60","54","D"
"55","62","57","D"
"56","60","57","D"
"54","59","56","D"
"55","60","57","D"
"55","60","57","D"
"55","61","57","D"
"56","60","59","D"
"56","64","58","D"
"56","60","57","D"
"57","60","58","D"
"55","61","57","D"
"54","60","56","D"
"55","60","58","D"
"54","60","58","D"
"54","60","58","D"
"54","60","58","D"
"57","60","57","D"
"52","60","55","D"
"52","60","58","D"
"52","60","57","D"
"52","60","57","D"
"53","60","57","D"
"51","60","57","D"
"54","60","56","D"
"52","60","56","D"
"52","61","55","D"
"52","60","56","D"
"53","60","57","D"
"52","61","57","D"
"52","60","56","D"
"53","61","56","D"
"52","59","57","D"
"52","60","57","D"
"52","60","57","D"
"52","59","57","D"
"53","61","57","D"
"54","61","55","D"
"54","63","54","D"
"53","61","55","D"
"55","61","56","D"
"63","67","53","D"
"57","64","53","D"
"54","64","53","D"
"55","65","53","D"
"54","63","53","D"
"45","58","60","D"
"40","58","60","D"
"41","58","60","D"
"42","59","64","D"
"41","56","61","D"
"45","58","62","D"
"40","57","60","D"
"45","59","60","D"
"51","59","60","D"
"51","58","62","D"
"41","59","64","D"
"44","58","65","D"
"51","58","65","D"
"40","58","63","D"
"50","58","66","D"
"41","58","63","D"
"44","57","63","D"
"39","59","65","D"
"40","59","64","D"
"41","59","64","D"
"41","58","64","D"
"50","57","65","D"
"50","59","66","D"
"40","57","64","D"
"51","58","65","D"
"52","57","64","D"
"41","59","64","D"
"41","57","62","D"
"44","56","62","D"
"42","56","66","D"
"44","57","67","D"
"40","58","66","D"
"43","58","60","D"
"45","57","62","D"
"50","57","63","D"
"41","59","63","D"
"45","59","61","D"
"51","58","63","D"
"51","55","62","D"
"52","54","63","D"
"52","57","63","D"
"53","57","62","D"
"57","58","61","D"
"53","58","62","D"
"52","58","63","D"
"51","58","62","D"
"52","58","62","D"
"41","58","63","D"
"41","57","62","D"
"51","58","61","D"
"41","58","62","D"
"41","58","63","D"
"44","58","64","D"
"51","58","63","D"
"41","58","63","D"
"40","58","63","D"
"39","59","62","D"
"51","59","63","D"
"39","58","63","D"
"44","58","63","D"
"40","58","64","D"
"41","57","64","D"
"51","59","64","D"
"52","57","64","D"
"55","57","64","D"
"42","57","64","D"
"51","56","64","D"
"44","57","63","D"
"51","56","64","D"
"51","56","63","D"
"50","56","65","D"
"42","56","64","D"
"51","56","66","D"
"51","56","64","D"
"52","59","64","D"
"51","58","61","D"
"39","58","62","D"
"51","59","62","D"
"51","57","65","D"
"51","58","63","D"
"50","58","64","D"
"45","57","63","D"
"44","58","64","D"
"44","56","62","D"
"78","89","80","E"
"74","91","79","E"
"79","91","77","E"
"75","91","79","E"
"76","91","80","E"
"76","91","78","E"
"75","91","78","E"
"75","88","79","E"
"76","86","79","E"
"76","86","79","E"
"76","86","80","E"
"76","86","79","E"
"75","86","79","E"
"77","86","79","E"
"76","86","77","E"
"74","86","79","E"
"75","86","78","E"
"76","87","78","E"
"75","86","78","E"
"75","90","78","E"
"75","87","79","E"
"75","87","77","E"
"73","86","78","E"
"75","86","78","E"
"75","86","78","E"
"75","86","78","E"
"77","86","77","E"
"77","86","78","E"
"78","86","77","E"
"77","86","78","E"
"75","86","78","E"
"77","88","78","E"
"78","91","79","E"
"77","85","78","E"
"76","85","78","E"
"78","92","78","E"
"78","90","78","E"
"74","87","78","E"
"76","87","79","E"
"76","90","79","E"
"75","90","79","E"
"77","90","77","E"
"76","90","78","E"
"76","90","76","E"
"76","90","77","E"
"72","90","77","E"
"81","90","78","E"
"78","90","78","E"
"75","86","77","E"
"79","86","77","E"
"77","89","78","E"
"74","89","78","E"
"76","85","80","E"
"75","87","76","E"
"74","87","77","E"
"77","87","78","E"
"77","91","78","E"
"77","86","80","E"
"74","86","76","E"
"76","86","80","E"
"76","86","80","E"
"76","85","80","E"
"75","87","78","E"
"78","87","80","E"
"77","87","78","E"
"76","87","79","E"
"75","87","78","E"
"75","87","79","E"
"76","87","79","E"
"79","87","80","E"
"71","89","72","E"
"71","85","72","E"
"70","85","71","E"
"73","85","71","E"
"75","91","72","E"
"69","91","71","E"
"68","91","75","E"
"70","91","71","E"
"70","91","72","E"
"71","91","73","E"
"72","90","72","E"
"69","90","73","E"
"69","90","73","E"
"70","90","73","E"
"69","86","73","E"
"69","86","73","E"
"69","89","72","E"
"69","89","72","E"
"69","89","73","E"
"69","89","73","E"
"70","89","72","E"
"69","89","72","E"
"71","89","71","E"
"70","89","73","E"
"71","89","71","E"
"72","90","71","E"
"72","90","69","E"
"77","90","73","E"
"68","90","73","E"
"68","90","71","E"
"70","90","71","E"
"70","90","71","E"
"69","90","71","E"
"70","90","70","E"
"70","85","71","E"
"71","85","71","E"
"70","85","71","E"
"70","89","71","E"
"80","89","72","E"
"69","89","71","E"
"69","84","72","E"
"69","85","73","E"
"70","83","72","E"
"70","90","72","E"
"69","90","72","E"
"69","90","72","E"
"72","90","73","E"
"70","90","73","E"
"71","90","73","E"
"72","90","73","E"
"69","85","72","E"
"70","85","72","E"
"69","85","71","E"
"70","85","72","E"
"70","85","71","E"
"69","85","71","E"
"69","85","72","E"
"70","85","72","E"
"70","85","72","E"
"70","92","72","E"
"70","92","72","E"
"71","92","73","E"
"70","92","71","E"
"71","92","72","E"
"70","92","71","E"
"70","92","70","E"
"70","92","71","E"
"69","92","72","E"
"68","85","71","E"
"70","85","72","E"
"69","85","72","E"
"68","85","72","E"
"69","85","72","E"
"68","82","72","E"
"70","83","73","E"
"69","83","72","E"
"70","83","72","E"
"70","83","73","E"
"69","83","72","E"
"70","83","72","E"
"69","83","72","E"
"70","83","72","E"
"69","83","72","E"
"69","84","73","E"
"69","83","71","E"
"70","83","72","E"
"71","83","72","E"
"80","83","72","E"
"61","80","79","E"
"62","80","76","E"
"60","80","76","E"
"60","80","75","E"
"61","80","76","E"
"60","83","77","E"
"61","83","77","E"
"61","83","77","E"
"60","83","76","E"
"60","84","76","E"
"60","84","76","E"
"60","84","76","E"
"60","84","75","E"
"60","84","75","E"
"61","84","75","E"
"60","86","75","E"
"61","86","76","E"
"60","86","76","E"
"60","86","75","E"
"60","86","75","E"
"67","86","76","E"
"60","86","76","E"
"66","85","76","E"
"60","85","76","E"
"60","82","76","E"
"66","82","76","E"
"60","82","79","E"
"61","82","76","E"
"61","82","76","E"
"60","82","76","E"
"62","83","78","E"
"62","83","77","E"
"61","84","79","E"
"63","84","78","E"
"60","84","77","E"
"61","84","76","E"
"61","84","76","E"
"66","84","77","E"
"61","84","77","E"
"60","84","77","E"
"61","84","76","E"
"67","84","76","E"
"60","85","76","E"
"61","85","76","E"
"61","85","77","E"
"60","85","76","E"
"76","85","77","E"
"61","84","78","E"
"60","84","77","E"
"60","84","78","E"
"61","84","76","E"
"62","84","76","E"
"60","83","76","E"
"61","82","76","E"
"62","82","77","E"
"62","82","76","E"
"61","82","76","E"
"61","82","76","E"
"61","82","76","E"
"62","82","77","E"
"60","84","76","E"
"61","84","75","E"
"60","84","76","E"
"61","83","75","E"
"66","83","76","E"
"60","85","76","E"
"60","85","76","E"
"61","85","75","E"
"60","85","75","E"
"59","85","76","E"
"77","83","76","E"
"63","83","75","E"
"60","83","76","E"
"60","83","76","E"
"59","83","77","E"
"60","82","75","E"
"61","82","76","E"
"60","83","76","E"
"60","83","76","E"
"60","83","76","E"
"60","83","76","E"
"61","83","77","E"
"61","83","75","E"
"60","83","77","E"
"60","83","76","E"
"59","83","79","E"
"66","83","77","E"
"63","83","79","E"
"65","84","75","E"
"64","83","78","E"
"64","77","78","E"
"66","75","77","E"
"65","75","78","E"
"64","75","78","E"
"66","91","78","E"
"63","91","78","E"
"66","91","78","E"
"66","91","77","E"
"63","91","77","E"
"64","91","77","E"
"63","91","76","E"
"65","91","77","E"
"65","91","79","E"
"67","89","76","E"
"66","89","78","E"
"70","89","77","E"
"64","89","75","E"
"66","89","74","E"
"63","89","74","E"
"70","89","76","E"
"66","89","76","E"
"69","89","77","E"
"67","88","77","E"
"64","88","76","E"
"66","91","77","E"
"66","91","75","E"
"65","91","75","E"
"65","91","75","E"
"66","91","76","E"
"66","91","76","E"
"65","91","78","E"
"66","91","78","E"
"65","91","78","E"
"64","91","78","E"
"68","91","77","E"
"67","91","78","E"
"73","91","78","E"
"74","90","78","E"
"65","90","78","E"
"76","90","78","E"
"64","90","78","E"
"67","90","78","E"
"73","90","76","E"
"64","89","77","E"
"67","89","77","E"
"66","89","78","E"
"66","91","77","E"
"65","91","77","E"
"64","91","78","E"
"66","91","78","E"
"65","91","77","E"
"64","91","78","E"
"65","91","78","E"
"65","91","78","E"
"73","91","78","E"
"61","82","71","E"
"60","75","72","E"
"61","74","71","E"
"60","73","70","E"
"60","75","72","E"
"61","74","71","E"
"60","75","74","E"
"60","73","74","E"
"61","74","72","E"
"60","74","72","E"
"60","72","72","E"
"60","74","72","E"
"60","74","72","E"
"60","74","73","E"
"61","73","73","E"
"60","74","72","E"
"60","74","74","E"
"61","74","73","E"
"60","74","73","E"
"60","74","73","E"
"60","74","74","E"
"60","74","73","E"
"60","74","74","E"
"60","74","73","E"
"60","73","74","E"
"59","74","73","E"
"60","74","73","E"
"61","74","74","E"
"61","73","74","E"
"60","75","74","E"
"59","74","72","E"
"59","73","74","E"
"60","74","74","E"
"60","75","73","E"
"60","75","73","E"
"59","75","73","E"
"60","72","73","E"
"60","75","72","E"
"60","73","73","E"
"60","75","72","E"
"61","75","73","E"
"60","76","73","E"
"60","76","73","E"
"60","74","73","E"
"60","74","73","E"
"60","75","71","E"
"58","76","73","E"
"60","74","72","E"
"60","74","73","E"
"60","74","73","E"
"60","75","73","E"
"60","73","73","E"
"61","74","73","E"
"60","75","70","E"
"59","74","73","E"
"60","74","72","E"
"58","75","71","E"
"62","75","71","E"
"61","75","71","E"
"61","74","72","E"
"60","74","73","E"
"59","75","72","E"
"59","75","72","E"
"59","75","72","E"
"58","75","73","E"
"58","75","73","E"
"59","75","73","E"
"60","74","72","E"
"60","74","73","E"
"62","75","72","E"
"61","76","73","E"
"60","75","73","E"
"61","75","73","E"
"61","75","72","E"
"60","75","73","E"
"61","75","73","E"
"60","75","74","E"
"61","75","73","E"
"60","74","73","E"
"60","75","72","E"
"59","75","72","E"
"60","75","72","E"
"60","75","73","E"
"60","74","73","E"
"60","75","74","E"
"61","74","73","E"
"60","75","74","E"
"60","74","73","E"
"60","74","73","E"
"60","75","73","E"
"59","74","73","E"
"59","75","73","E"
"60","74","74","E"
"61","75","73","E"
"60","75","73","E"
"60","75","73","E"
"60","75","72","E"
"60","74","72","E"
"60","75","71","E"
"63","75","70","E"
"59","82","65","F"
"59","74","58","F"
"56","72","57","F"
"58","72","58","F"
"59","72","57","F"
"56","76","58","F"
"56","75","58","F"
"56","71","57","F"
"57","72","56","F"
"55","72","56","F"
"61","73","57","F"
"59","73","55","F"
"71","73","56","F"
"68","72","57","F"
"56","73","57","F"
"55","73","57","F"
"56","72","58","F"
"56","72","57","F"
"56","73","56","F"
"56","73","57","F"
"60","72","57","F"
"60","71","57","F"
"55","72","56","F"
"69","72","57","F"
"58","70","57","F"
"55","75","57","F"
"68","73","56","F"
"56","72","57","F"
"55","72","57","F"
"57","72","56","F"
"57","71","57","F"
"58","72","57","F"
"69","73","58","F"
"56","73","56","F"
"56","72","58","F"
"56","73","57","F"
"57","73","57","F"
"69","72","56","F"
"70","73","56","F"
"55","71","56","F"
"56","72","56","F"
"59","73","56","F"
"56","73","57","F"
"56","73","57","F"
"56","72","56","F"
"57","73","57","F"
"72","73","56","F"
"55","72","56","F"
"55","72","57","F"
"72","72","58","F"
"56","72","57","F"
"56","72","57","F"
"56","75","57","F"
"56","72","57","F"
"60","73","56","F"
"56","77","56","F"
"56","74","57","F"
"68","73","57","F"
"55","72","58","F"
"56","72","56","F"
"56","73","57","F"
"57","71","56","F"
"68","71","58","F"
"56","72","57","F"
"57","73","56","F"
"56","71","57","F"
"56","72","57","F"
"56","72","56","F"
"56","73","57","F"
"57","72","57","F"
"56","73","57","F"
"59","73","57","F"
"58","74","57","F"
"68","74","57","F"
"57","72","57","F"
"61","73","56","F"
"59","78","58","F"
"54","74","57","F"
"55","71","57","F"
"55","71","57","F"
"55","72","57","F"
"60","72","56","F"
"62","72","57","F"
"54","73","57","F"
"56","73","57","F"
"58","71","57","F"
"72","73","57","F"
"73","73","58","F"
"62","73","61","F"
"63","73","68","F"
"57","74","56","F"
"57","75","58","F"
"55","74","60","F"
"56","76","59","F"
"55","75","58","F"
"56","76","58","F"
"56","76","59","F"
"60","77","58","F"
"55","76","58","F"
"56","76","58","F"
"55","76","58","F"
"56","75","59","F"
"60","73","58","F"
"55","76","58","F"
"58","74","58","F"
"56","75","58","F"
"56","77","57","F"
"56","76","59","F"
"56","76","58","F"
"55","76","58","F"
"55","72","59","F"
"55","75","58","F"
"74","75","58","F"
"55","76","59","F"
"56","76","58","F"
"54","76","57","F"
"55","75","58","F"
"56","75","58","F"
"55","76","58","F"
"54","74","58","F"
"59","74","59","F"
"71","73","57","F"
"56","76","58","F"
"72","75","59","F"
"56","75","58","F"
"57","76","58","F"
"55","77","58","F"
"56","74","58","F"
"55","75","58","F"
"56","75","59","F"
"55","75","57","F"
"55","76","58","F"
"55","76","59","F"
"56","75","58","F"
"55","76","59","F"
"55","75","58","F"
"61","75","57","F"
"56","74","58","F"
"57","76","59","F"
"56","76","60","F"
"57","75","59","F"
"57","76","58","F"
"55","75","57","F"
"56","74","59","F"
"56","74","57","F"
"56","76","58","F"
"56","75","59","F"
"56","76","56","F"
"55","75","59","F"
"56","76","59","F"
"56","75","60","F"
"56","75","59","F"
"56","76","58","F"
"56","75","58","F"
"56","75","58","F"
"56","75","59","F"
"56","75","59","F"
"56","76","58","F"
"57","75","58","F"
"56","77","58","F"
"56","76","58","F"
"55","76","59","F"
"56","76","59","F"
"56","76","57","F"
"56","77","59","F"
"57","76","59","F"
"56","77","59","F"
"56","76","59","F"
"57","74","59","F"
"62","75","59","F"
"58","75","58","F"
"59","72","58","F"
"59","75","58","F"
"61","72","59","F"
"58","74","60","F"
"63","75","55","F"
"59","70","55","F"
"59","73","60","F"
"69","73","58","F"
"63","72","58","F"
"64","73","61","F"
"65","69","63","F"
"62","70","63","F"
"64","71","62","F"
"65","70","62","F"
"64","70","63","F"
"64","70","63","F"
"65","70","63","F"
"65","70","62","F"
"64","70","64","F"
"63","69","64","F"
"64","70","63","F"
"63","71","63","F"
"64","70","64","F"
"63","71","63","F"
"64","72","63","F"
"63","70","64","F"
"65","69","63","F"
"63","69","64","F"
"63","69","64","F"
"64","70","63","F"
"65","73","63","F"
"64","71","63","F"
"63","71","64","F"
"64","70","63","F"
"64","72","63","F"
"63","71","63","F"
"63","71","63","F"
"63","71","63","F"
"66","71","63","F"
"64","70","62","F"
"63","71","64","F"
"64","70","63","F"
"63","69","64","F"
"63","69","64","F"
"64","69","63","F"
"62","69","63","F"
"62","69","62","F"
"62","70","64","F"
"63","68","62","F"
"64","67","64","F"
"64","70","64","F"
"63","70","63","F"
"64","69","63","F"
"65","70","62","F"
"61","70","63","F"
"61","69","62","F"
"65","69","63","F"
"65","70","62","F"
"65","70","63","F"
"66","69","62","F"
"65","70","64","F"
"64","70","64","F"
"64","69","63","F"
"64","69","62","F"
"66","70","62","F"
"64","69","63","F"
"63","70","62","F"
"65","69","63","F"
"62","69","64","F"
"63","70","62","F"
"63","70","63","F"
"64","69","63","F"
"62","70","63","F"
"63","70","63","F"
"64","69","64","F"
"64","70","64","F"
"64","70","65","F"
"64","70","63","F"
"63","69","63","F"
"64","69","62","F"
"63","69","61","F"
"65","68","62","F"
"65","70","63","F"
"66","70","63","F"
"66","70","63","F"
"66","69","62","F"
"67","70","62","F"
"68","70","62","F"
"66","70","63","F"
"67","70","62","F"
"68","70","63","F"
"66","71","63","F"
"68","69","64","F"
"66","71","63","F"
"67","70","63","F"
"66","69","63","F"
"66","70","65","F"
"64","70","62","F"
"63","69","63","F"
"63","70","63","F"
"63","70","63","F"
"62","70","64","F"
"65","70","63","F"
"63","70","63","F"
"64","69","62","F"
"65","70","63","F"
"64","70","63","F"
"65","71","63","F"
"63","70","63","F"
